,Id,Username,Description,Location,Display_Url,Joining_Date,Following,followers,Profile_banner_Url,Profile_pic_url
0,VXNlcjoyNDI1MTUx,Meta,Meta is helping build a future where people have more ways to play and connect in the metaverse. Welcome to the next chapter of social connection.,"Menlo Park, California",meta.com,Tue Mar 27 07:29:25 +0000 2007,721,13891832,https://pbs.twimg.com/profile_banners/2425151/1635452377,https://pbs.twimg.com/profile_images/1453818753880190978/HqrrEcrI_normal.png
